-0.28,-1.36,1.41
-0.35,-1.38,1.42
-0.38,-1.29,1.54
-0.38,-1.19,1.59
-0.39,-0.93,1.62
-0.39,-0.72,1.59
-0.36,-0.29,1.72
-0.33,0.17,1.85
-0.41,0,1.73
-0.43,0.31,1.62
-0.48,0.81,1.46
-0.49,0.88,1.27
-0.5,0.82,1.32
-0.48,0.81,1.39
-0.46,0.77,1.47
-0.43,0.97,1.6
-0.41,1.05,1.6
-0.39,0.96,1.57
-0.38,1.17,1.55
-0.39,1.66,1.33
-0.35,1.93,1
-0.29,1.83,0.95
-0.28,1.76,0.96
-0.26,1.5,0.87
-0.24,1.17,0.97
-0.23,0.96,0.96
-0.25,0.79,0.75
-0.26,0.83,0.52
-0.23,0.81,0.34
-0.19,0.72,0.25
-0.16,0.75,0.21
-0.16,0.81,0.15
-0.17,0.83,0
-0.14,0.89,-0.09
-0.15,0.66,-0.05
-0.17,0.34,0.02
-0.18,0.15,0.1
-0.18,-0.11,0.15
-0.16,-0.29,0.3
-0.15,-0.17,0.41
-0.15,0,0.29
-0.16,-0.15,0.2
-0.16,-0.26,0.31
-0.15,-0.19,0.38
-0.16,-0.31,0.33
-0.16,-0.44,0.39
-0.15,-0.4,0.47
-0.17,-0.45,0.49
-0.18,-0.49,0.65
-0.17,-0.5,0.8
-0.15,-0.56,0.93
-0.14,-0.51,0.98
-0.15,-0.44,0.93
-0.14,-0.48,0.93
-0.14,-0.5,1.01
-0.19,-0.61,0.92
-0.22,-0.65,0.85
-0.22,-0.56,0.87
-0.21,-0.62,0.92
-0.15,-0.62,1.13
-0.07,-0.58,1.48
-0.02,-0.53,1.65
-0.02,-0.49,1.53
-0.05,-0.47,1.33
-0.06,-0.41,1.25
-0.08,-0.55,1.29
-0.1,-0.6,1.32
-0.09,-0.46,1.39
-0.1,-0.4,1.34
-0.09,-0.46,1.33
-0.05,-0.47,1.51
-0.01,-0.32,1.61
0,-0.25,1.59
0.01,-0.1,1.53
-0.03,-0.05,1.4
-0.11,-0.24,1.14
-0.17,-0.42,0.97
-0.16,-0.31,0.93
-0.13,0,1.07
-0.07,0.27,1.19
-0.03,0.3,1.19
0,0.32,1.2
0.02,0.19,1.28
-0.01,0.07,1.3
-0.02,0.19,1.2
-0.03,0.3,1.14
-0.04,0.36,1.01
-0.04,0.38,0.89
-0.04,0.34,0.85
-0.03,0.2,0.85
-0.03,0.17,0.9
-0.04,0.14,0.91
-0.04,0.13,0.95
-0.03,0.15,1.01
-0.02,0.16,1.02
-0.02,0.17,1.03
-0.03,0.18,1
-0.04,0.17,0.96
-0.05,0.2,0.93
-0.06,0.22,0.87
-0.06,0.12,0.88
-0.06,0.07,0.93
-0.06,0.07,0.91
-0.06,0.03,0.88
-0.04,0.01,0.92
-0.03,0.02,0.95
-0.03,0,0.92
-0.03,0.03,0.9
-0.02,0.02,0.93
-0.02,-0.04,1
-0.03,-0.09,1
-0.05,-0.09,0.97
-0.04,0,0.99
-0.02,0.07,0.99
-0.02,0,1
-0.02,-0.06,1.05
-0.03,-0.09,1.01
-0.03,0,0.93
-0.03,-0.02,0.89
-0.01,-0.07,0.98
-0.01,-0.11,1.02
-0.01,-0.12,1
-0.01,-0.04,0.98
-0.02,-0.07,0.94
-0.01,-0.1,0.96
0,-0.07,0.99
0.01,-0.01,1.02
0.01,0.04,1.01
-0.02,1.52,1.5
-0.04,1.33,1.51
-0.09,1.08,1.4
-0.17,0.71,1.29
-0.21,0.53,1.19
-0.23,0.51,1.04
-0.22,0.53,0.92
-0.2,0.65,0.85
-0.17,0.65,0.78
-0.15,0.6,0.76
-0.12,0.67,0.68
-0.07,0.83,0.61
-0.03,0.78,0.67
0,0.75,0.71
0,0.74,0.62
-0.03,0.65,0.55
-0.04,0.54,0.46
-0.05,0.49,0.38
-0.06,0.39,0.32
-0.08,0.36,0.26
-0.08,0.36,0.23
-0.07,0.38,0.26
-0.06,0.38,0.28
0,0.52,0.36
0.03,0.52,0.48
0.05,0.4,0.6
0.02,0.39,0.59
-0.05,0.15,0.43
-0.12,-0.1,0.36
-0.18,-0.26,0.28
-0.19,-0.37,0.33
-0.19,-0.44,0.47
-0.17,-0.4,0.47
-0.15,-0.37,0.46
-0.15,-0.41,0.54
-0.11,-0.41,0.61
-0.06,-0.48,0.84
-0.04,-0.48,1.04
-0.06,-0.47,0.94
-0.1,-0.49,0.81
-0.12,-0.55,0.72
-0.14,-0.55,0.72
-0.14,-0.5,0.67
-0.12,-0.58,0.64
-0.12,-0.56,0.78
-0.09,-0.49,0.9
-0.05,-0.5,1.13
-0.04,-0.46,1.29
-0.06,-0.34,1.22
-0.08,-0.3,1.12
-0.07,-0.18,1.11
-0.03,-0.15,1.06
-0.02,-0.26,1.15
-0.01,-0.26,1.16
-0.04,-0.43,1.19
-0.05,-0.39,1.27
-0.06,-0.31,1.35
-0.05,-0.28,1.45
-0.04,-0.07,1.51
-0.06,-0.04,1.47
-0.06,-0.02,1.39
-0.06,0,1.28
-0.06,-0.17,1.28
-0.06,-0.36,1.29
-0.08,-0.48,1.28
-0.08,-0.41,1.29
-0.03,-0.29,1.34
-0.01,-0.16,1.45
0,0.02,1.49
0.01,0.12,1.45
0.01,0.2,1.35
0,0.2,1.2
-0.04,0.21,1.07
-0.07,0.1,0.9
-0.1,-0.05,0.88
-0.08,0.05,0.98
-0.05,0.18,1.06
-0.01,0.23,1.16
0.03,0.3,1.24
0.03,0.33,1.29
0.01,0.29,1.26
-0.01,0.3,1.13
-0.04,0.39,0.99
-0.06,0.4,0.87
-0.07,0.29,0.88
-0.07,0.29,0.9
-0.07,0.19,0.95
-0.06,0.18,0.99
-0.06,0.14,0.93
-0.06,0.09,0.94
-0.05,0.05,1
-0.06,0.05,1.01
-0.06,0.06,1.02
-0.06,0.06,1
-0.05,0.05,1.03
-0.03,0.06,1.06
-0.04,0.09,0.99
-0.05,0.08,0.89
-0.06,0.07,0.88
-0.06,0.07,0.84
-0.05,0,0.87
-0.03,-0.01,0.99
-0.02,0.01,1.01
-0.01,0.03,1
0,0.05,0.99
0.01,0.05,1.01
0.02,0.06,1.04
0.01,0.08,1.01
0,0.04,0.92
-0.03,-0.03,0.82
-0.02,0,0.87
-0.01,-0.04,0.91
0.01,0,0.94
0.02,0.02,0.98
0.02,0.01,0.97
0.02,0.03,0.95
0.02,0.05,0.98
0.02,0,0.96
0,-0.04,0.94
-0.01,-0.08,0.91
-0.01,-0.07,0.92
0,-0.01,0.93
0,-0.02,0.91
0,-0.05,0.95
0.01,-0.07,1.03
0.01,-0.01,1.06
0.01,0.01,1.04
0,0.02,0.98
-0.13,-0.88,1.4
-0.09,-0.46,1.36
-0.07,-0.27,1.41
-0.05,-0.19,1.39
-0.06,-0.06,1.51
-0.06,0.07,1.56
-0.05,0.21,1.58
0,0.39,1.63
0.02,0.49,1.7
0.04,0.58,1.77
0.04,0.67,1.74
0.01,0.65,1.64
-0.02,0.66,1.49
-0.08,0.6,1.4
-0.11,0.59,1.29
-0.11,0.58,1.24
-0.12,0.6,1.26
-0.13,0.66,1.22
-0.11,0.66,1.13
-0.09,0.67,1.16
-0.07,0.66,1.22
-0.06,0.76,1.17
-0.08,0.76,1.04
-0.09,0.73,0.96
-0.12,0.65,0.88
-0.14,0.57,0.79
-0.13,0.63,0.8
-0.12,0.65,0.77
-0.11,0.64,0.66
-0.08,0.64,0.55
-0.05,0.6,0.54
-0.01,0.57,0.51
0.01,0.53,0.45
0.01,0.53,0.41
0.02,0.55,0.39
0.01,0.5,0.41
-0.01,0.48,0.38
-0.01,0.29,0.52
-0.01,0.23,0.65
-0.02,0.28,0.48
-0.01,0.16,0.37
0,0.08,0.42
-0.02,0,0.4
-0.06,-0.19,0.3
-0.09,-0.32,0.29
-0.1,-0.27,0.38
-0.09,-0.23,0.46
-0.08,-0.27,0.55
-0.06,-0.23,0.63
-0.01,-0.17,0.76
0.02,-0.11,0.71
0.03,-0.14,0.62
0.01,-0.21,0.6
-0.03,-0.39,0.6
-0.08,-0.56,0.61
-0.12,-0.61,0.64
-0.15,-0.61,0.69
-0.15,-0.47,0.77
-0.13,-0.44,0.83
-0.08,-0.45,1.01
-0.05,-0.37,1.12
-0.03,-0.44,1.16
-0.04,-0.42,1.1
-0.08,-0.45,0.98
-0.08,-0.35,0.99
-0.07,-0.23,1
-0.06,-0.23,0.94
-0.03,-0.16,0.99
0.01,-0.13,1.07
0.04,-0.16,1.14
0.06,-0.21,1.29
0.07,-0.22,1.42
0.03,-0.2,1.34
-0.05,-0.29,1.14
